Keyword,Category,Time Created,Title,Author,Content
Covid-19,LETTERS,2021-08-03 00:13:00,Strong healthcare system vital,,"['', '×', '', 'LETTERS: Our policy paper titled ""From Pandemic to Endemic: Path Towards Normalisation"" highlights the background to Malaysia\'s slow recovery, international endeavour towards an endemic and the need to realign recovery strategies.', 'The transition from living in a pandemic to accepting Covid-19 as endemic is not easy. Health experts and policy advisers have provided suggestions on how Malaysia can exit the pandemic crisis to safely live with the virus.', 'The most immediate plan is to strengthen the healthcare system. The Covid-19 outbreak has revealed the unreadiness of our healthcare facilities to cope with a rapidly infectious disease.', 'One strategy to improve this is through a public-partnership approach between the government and private hospitals to delegate mobility of medical staff and equipment. There should also be strong support for medical workers by ensuring permanent employment and benefits so that their performance will be optimum.', 'The number of daily Covid-19 cases should be viewed differently. The Health Ministry data shows that more than 95 per cent of new cases comprise low-risk patients, who can undergo home-quarantine without overwhelming the healthcare system.', 'Instead of being alarmed by the daily large figures, highlight parameters such as the number of high-risk cases, the capacity of healthcare facilities and the number of Covid-related deaths.', 'Besides healthcare, we need to recalibrate our mindset and direction in handling the Covid-19 crisis.', 'More important are clear communication, data transparency and trust between the authorities and the public to ensure compliance with health and hygiene protocols.', 'Accepting Covid-19 as an endemic is not easy but not impossible. The key strategy moving forward is that recovery in healthcare and economy should occur not at the expense of the other. (The full policy paper can be accessed at https://bit.ly/PandemicToEndemic.)', '', 'ABEL BENJAMIN LIM', 'economist', 'FARIQ SAZUKI', 'economist', 'DR ABDUL RAZAK AHMAD', 'founding director, Bait Al Amanah (House of Trust), Kuala Lumpur', ""The views expressed in this article are the author's own and do not necessarily reflect those of the New Straits Times"", '', '', '', '553,871 vaccine doses administered yesterday', 'Sabah MP suggests compulsory Covid-19 vaccination, single dose for those in rural areas', 'Perak urges Mosti to speed up vaccine supplies to the state', '', '', '', '', '', '', '', '', '', '', '', '']"
Covid-19,WORLD,2021-08-03 08:52:00,IMF officially approves increased lending capacity,AFP,"['', '×', '', ""NEW YORK: The board of governors of the International Monetary Fund on Monday greenlit increasing the institution's lending capacity by US$650 billion, the last step in approving an initiative to boost aid to the most vulnerable countries."", '""This is a historic decision - the largest SDR (Special Drawing Rights) allocation in the history of the IMF and a shot in the arm for the global economy at a time of unprecedented crisis,"" IMF head Kristalina Georgieva said in a statement.', '""It will particularly help our most vulnerable countries struggling to cope with the impact of the COVID-19 crisis,"" she said.', ""The program, which had already been approved by the IMF's executive board in mid-July, will be implemented on August 23."", 'Newly issued SDRs will be allocated to member countries in proportion to their IMF quota, the lender said.', 'Emerging and developing nations are to receive around US$275 billion in total.', 'But ""we will also continue to engage actively with our membership to identify viable options for voluntary channeling of SDRs from wealthier to poorer and more vulnerable member countries to support their pandemic recovery and achieve resilient and sustainable growth,"" Georgieva said.', ""Wealthy countries could, for example, transfer their SDRs by using those attributed to them to finance the IMF's Poverty Reduction and Growth Trust Fund, which would increase the supply of loans to low-income countries."", 'Created in 1969, SDRs are not a currency and have no material existence.', 'Their value is based on a basket of five major international currencies: the dollar, the euro, the pound, the renminbi or yuan and the yen.', ""Once issued, SDRs can be used either as a reserve currency that stabilizes the value of a country's domestic currency, or converted into stronger currencies to finance investments."", 'For poorer countries, the interest is also to obtain hard currencies without having to pay substantial interest rates. - AFP', '', '', '', '6-month bank loan moratorium for individuals, micro entrepreneurs', 'Police bust 3 loan shark groups in Penang, one led by a Datuk Seri', 'Umno retracts support for PM Muhyiddin effective immediately', '', '', '', '', '', '', '', '', '', '', '', '']"
Covid-19,OTHERS,2021-08-03 09:01:00,"Biles makes belated Tokyo gold bid, Jamaicans battle again on track",AFP,"['1', '', '', ""TOKYO: Simone Biles will make her long-awaited bid for an individual gold medal at the Tokyo Olympics on Tuesday, while the men's 400m hurdles and women's 200m finals take centre stage on the track."", 'American superstar gymnast Biles, who won four gold medals in Rio five years ago, has said she is struggling with the ""twisties"", a condition where gymnasts lose the ability to orientate themselves in mid-air.', ""She dramatically pulled out of last week's team competition final after one vault as Team USA took silver, and said she feared for her mental health."", 'The 19-time world champion subsequently withdrew from the all-around final and three of the four apparatus finals -- the floor, vault and uneven bars.', '', '', ""But Biles will be back in the last women's final of the Games, on the beam, and all eyes will be watching to see how she handles the pressure."", 'Although it is not her strongest apparatus, the 24-year-old is a three-time beam world champion and took Olympic bronze in 2016.', 'Victory would be one of the great comeback stories, with Biles having documented her mental health struggles during the Games in regular social media posts.', 'Biles had arrived in Tokyo seeking five gold medals to equal the all-time Olympic record for a female competitor of nine.', 'The Olympic Stadium is also set for a dramatic day, with potential world-record bids.', ""Norwegian star Karsten Warholm, who broke a 29-year world record earlier this year, will renew his rivalry with the United States' Rai Benjamin in the 400m hurdles final to close out the morning session."", '""I\'m excited for the final,"" said Benjamin, who took silver behind Warholm at the 2019 world championships in Doha.', '""It feels great to go through, but the job\'s not done.""', ""Another world-record holder, Sweden's Armand Duplantis, is a hot favourite for a men's pole vault final which lost some of its lustre with the withdrawal of world champion Sam Kendricks after a positive Covid-19 test."", ""The athletics schedule concludes with what promises to be a thrilling women's 200m final."", '', '', 'Jamaicans Elaine Thompson-Herah and Shelly-Ann Fraser-Pryce will go head-to-head again after the former denied her compatriot a record third 100m gold by defending her title on Saturday.', '""I just have to go out and run the best race that I can, run and hope that I put myself in a very good position to stand on the podium,"" said 2012 silver medallist Fraser-Pryce.', ""Thompson-Herah, who recorded a blistering 21.66secs in Monday's semi-finals, and Fraser-Pryce could be challenged by 2016 400m winner Shaunae Miller-Uibo, rising US star Gabby Thomas and Namibian teenager Christine Mboma."", '""I just come here for the experience,"" said 18-year-old Mboma, who was not allowed to run in the 400m due to elevated testosterone levels.', '""I hope to run a good time and get a medal. I just do my best.""', ""Elsewhere, Britain's Jason Kenny will attempt to win his seventh Olympic gold in the men's track cycling team sprint final."", 'Gold medals are also up for grabs in boxing, canoeing, diving, sailing, weightlifting and wrestling. -- AFP', '', '', '', 'Some 250 media personnel vaccinated', 'Malaysia surpasses 17,000 mark in new Covid-19 cases again', 'Malaysia on track to ensure 10 per cent of population fully vaccinated by mid-July', '', '', '', '', '', '', '', '', '', '', '', '']"
Covid-19,NATION,2021-08-03 09:20:00,Flexibility will help economic recovery',Adib Povera,"['KUALA LUMPUR: If employed properly, the proposed flexibility or special privileges for fully vaccinated people may not only restore the lives and livelihoods of the people, but also enable economic sectors to recover from the pandemic-induced crises.', 'Industry figures believe that the move, hinted at by Prime Minister Tan Sri Muhyiddin Yassin recently, could also help accelerate the vaccination drive under the Covid-19 National Immunisation Programme (NIP).', 'Alliance for Safe Community chairman Tan Sri Lee Lam Thye said such a move was not only good news for those longing to unite with their loved ones, but also for businesses.', '""When the restrictions to curb the spread of the virus were introduced, many businesses, including restaurant operators, despite being allowed to cater for takeaways and deliveries, were severely affected.', '""Many were forced to trim their workforce not only because of the sharp reduction in income, but also in playing their part to comply with standard operating procedures (SOP) to break virus transmission within the community.', '""Providing special privileges such as allowing people to dine-in will certainly help restaurant operators recover from the impact of the measures in place. I am also sure that operators can adhere to the SOP if they are allowed to resume dine-in service,"" said Lee.', '', '', 'Malaysian Association of Tour and Travel Agents (Matta) president Datuk Tan Kok Liang is hoping that fully-vaccinated people would be allowed to travel interstate with stringent adherence to the SOP. Such a move, he said, would help kick-start the tourism industry and boost the economic recovery momentum.', '""This will boost the business, social and leisure travel segments in tandem with government\'s aim to boost domestic tourism,"" said Tan.', 'During a special media interview on July 24, Muhyiddin had said that among the privileges being considered by the government for fully-inoculated people include allowing long-distance couples to cross districts or state borders as well as the resumption of sports and social activities.', 'Several retails groups recently called on the government to allow shops to reopen for business, as long as 70 per cent of public-facing workers have been fully-vaccinated.', 'In a joint statement, these associations said their proposed threshold was derived from the middle-ground of what constituted herd immunity, which is estimated by various sources to be achieved when 80 per cent of the population is fully vaccinated.', 'The statement was jointly issued by the Malaysia Shopping Malls Association, Malaysia Retailers Association (MRA), Malaysia Retail Chain Association (MRCA), Bumiputra Retailers Organisation (BRO), Malaysia REIT Managers Association (MRMA) and Malaysian Association of Theme Park and Family Attractions (Matfa).', 'They added that these businesses will only serve patrons who have completed their two-dose vaccinations.', 'Both Lee and Tan said providing privileges to the fully-vaccinated would encourage more people to get vaccinated under the NIP. Lee described the move, if adopted, as a ""carrot approach"" — a term he coined after ""the carrot and stick"" approach.', '""By announcing some sort of incentive (privileges), it will encourage more people to turn up, register for the NIP and get themselves vaccinated,"" said Lee.', 'Tan said some 30 per cent of those in the tourism industry had already been vaccinated.', '""We are not only looking forward to vaccinating our tourism workers but also hope more people will get vaccinated against the virus,"" Tan said.', ""The Special Committee on Covid-19 Vaccine Supply Access Guarantee, via its official Twitter account on July 30, said that 13.18 million people or 40.4 per cent the country's population had received at least one dose of the vaccine."", '', '', '', '2022 Budget to focus on recovery, resilience and reform, says PM', 'Parliament can reconvene during Phase 3 of National Recovery Plan', 'Muhyiddin outlines 4 phases of National Recovery Plan', '', '', '', '', '', '', '', '', '']"
Covid-19,REGION,2021-08-03 11:07:00,Petition filed to block Thai govt's plan to cut internet access,New Straits Times,"['', '×', '', 'A GROUP of human rights lawyers and media companies have filed a petition to block a controversial government plan to cut internet access of those who post ""frightening"" news.', 'The Thai civil court has accepted the petition and will later rule on the matter.', 'According to the Bangkok Post, the Human Rights Lawyers Alliance and 12 media companies filed the petition against Prime Minister Gen Prayut Chan-o-cha.', 'They are asking the court to revoke the controversial plan, which allows the National Broadcasting and Telecommunications Commission (NBTC) to cut internet access of social media users who post such content.', 'In the petition, they said the term content ""which may frighten people"" is ambiguous and could be against criminal law principles.', 'They also argued that the regulation that empowers the NBTC to check and block access to the internet is illegal as the current emergency situation decree does not allow blocking communication among people.', 'Only the serious emergency situation decree allows it, but it was not in effect currently, they said.', 'Thirdly, the group said the order was against the freedom of the press.', 'They pointed out that if the government wants to block content, it needs to do so as per article and not by blocking everything via an IP address.', 'The Post said that the court on Monday heard Thapanee Iadsirchai from The Reporters online news outlet, who said the regulation was illegal and a serious violation of rights and liberties.', 'It is also disproportionate and the government had other laws it can use, she said.', 'If the regulation is enforced, there will be no checks and balances and people could not get information from all sides, which is dangerous in the wake of the Covid-19 pandemic, she added.', 'Former NBTC commissioner Supinya Klangnarong said the NBTC did not have the power to rule on the content created by media or online users.', 'She urged the government to seek cooperation rather than forcing people to do what it wanted.', 'Media companies that signed the petition include The Reporters, VoiceTV, The Standard, The Momentum, Thai Matter, Prachati, Dem All, The People, Way Magazine, Echo and Plus Seven.', '', '', '', 'Govt has no plans to extend emergency, says Takiyuddin', 'Tajuddin Abdul Rahman has never been unconcerned, says Tajuddin', 'Govt urged to speed up Covid-19 vaccination for hospitality industry', '', '', '', '', '', '', '', '', '', '', '', '']"
Covid-19,CRIME & COURTS,2021-08-03 11:17:00,"Teen slapped with RM5,000 fine for removing red wristband",Zahratulhayat Mat Arif,"[""TAIPING: A 17-year-old teen was slapped with a RM5,000 compound for removing her red Covid-19 quarantine wristband to go to her friend's house."", 'District police chief Assistant Commissioner Osman Mamat said police detected the 31-second video which had gone viral on social media since yesterday.', '""In the video, the girl is believed to have removed her red quarantine wristband without getting permission from the Health Ministry to go outside.', '""Investigations revealed that the incident occurred in Kamunting here. Police managed to locate her and a compound has been issued,"" he said in a statement today.', 'The video has been making rounds on social media showing the teen who was also wearing a helmet taking out her red wristband from her handbag. The video was taken by her friend who is also wearing a red wristband.', 'It is also learnt that the girl had her first swab test on July 31 but the result is still unknown.', 'The RM5,000 compound was issued under Regulation 17 of the Prevention and Control of Infectious Diseases Regulations 2021 for failing to carry out the supervision and observation order at the registered address and removing the wristband.', 'Osman urged the public to comply with quarantine orders issued by the Health Ministry as going against instructions would only lead to untoward problems and cause uneasiness to others.', '', '', '', 'Viral snatching incident was in LA, not Penang', 'Man stops halfway in attempt to swim to Seberang Prai', 'Woman nabbed on suspicion of threatening cops at roadblock', '', '', '', '', '', '', '', '', '']"
Covid-19,LETTERS,2021-08-03 12:17:00,Iran acknowledges Malaysia's success in Covid-19 vaccination initiative,,"['', '×', '', 'LETTERS: The Covid 19 pandemic plunged the world into deep shock for nearly two years, and human relations overshadowed in all its dimensions.', 'The outbreak of the deadly coronavirus endangered the lives of people around the world, and the inhabitants of the planet witnessed high mortality. Humanity was seriously tested.', 'Eventually, scientific and medical research led to production of the Covid 19 vaccine, and the priority of government in a nationwide vaccination considered a serious barrier against the death monster; however, the risks of this disease have not yet been eliminated.', 'Malaysia, launched the National Vaccination Programme at a critical and vital time, and with the necessary measures, increased the number of vaccinated people to over 20 million doses in a few months; an important step that lead to the admiration of the world. The daily record of 500,000 showed the highest rate of vaccination in Malaysia.', 'Malaysia in its national vaccination initiative included all foreign nationals, and no exceptions were made by health officials; very constructive step and initiative. Vaccination without discrimination.', 'In coordination between the Ministry of Foreign Affairs, Ministry of Health, Ministry of Science, Technology and Innovation and Diplomatic community here in KL, the vaccination of all staffs and diplomats implemented and in this regard the Embassy of the Islamic Republic of Iran in Kuala Lumpur is grateful for the full and sincere cooperation and assistance of the relevant Malaysian authorities.', 'Most Iranians living in Malaysia also benefited from this opportunity to be vaccinated, and in regular and coordinated programmes, a significant number of Iranians living in Malaysia were included in the list of Covid 19 vaccine recipients; and some were able to receive the first dose of also second dose of the vaccine with the coordination of the embassy.', 'Undoubtedly, the Malaysian authorities should be commended in this coordinated, fair and just move, that all human beings were placed under the umbrella of health care.', 'EMBASSY of the ISLAMIC REPUBLIC of IRAN', 'Kuala Lumpur', '', ""The views expressed in this article are the author's own and do not necessarily reflect those of the New Straits Times"", '', '', '', '553,871 vaccine doses administered yesterday', 'Drive through vaccination at USM kicks off today', 'Perak MB: Sufficient vaccine supply needed to implement walk in vaccinations', '', '', '', '', '', '', '', '', '', '', '', '']"
Covid-19,POLITICS,2021-08-03 12:39:00,"Dewan Negara must be free from Executive's grip, say senators",New Straits Times,"[""KUALA LUMPUR: A total of 16 Dewan Negara senators today demanded the government to end its alleged executive grip on the country's parliamentary system."", ""In a statement today, the senators said the Perikatan Nasional (PN) government's action of suspending both houses of Parliament despite the Yang di-Pertuan Agong issuing a decree for sittings to proceed as usual was a sign of great disrespect and treasonous toward the King."", 'They said the excuse given by the government that the parliament compound being unsafe due to high Covid-19 infection risk was unacceptable since almost all lawmakers have been vaccinated.', '""We believe that the Senate, which serves as the check and balance of the legislative process in the country, should be free from the grip of the executives who do not respect the systems of parliamentary democracy and the constitutional monarchy as provided for in the Federal Constitution.', '""We would like to express our regret for the short notice issued on the postponement of the Dewan Negara sitting which was scheduled to sit from Aug 3 to 5 and that it was done without following the proper rules of the Dewan Negara meeting.', '""We were informed that almost all Members of Parliament including Members of the Senate and staff have received two doses of vaccine, which means the parliament ground is qualified to get herd immunity (status). Based on those facts, we believe the Senate is safe to meet,"" they said in a joint statement today.', 'The statement was signed by Senators Raj Munni Sabu, Datuk Theodore Doughlas, Datuk Ismail Yusop, Dr Yaakob Sapari, Datuk Donald Peter Mojuntin, Datuk Husam Musa, Mohd Yusmadi Mohd Yusoff, Manolan Mohamad, Laksamana (Ret) Imran Abdul Hamid, Dr Ahmad Azam Hamzah, Lim Hui Ying, Nga Hock Cheh, Alan Ling Sie Kiong, Adrian Banie Lasimbang, Kesavadas Achyuthan Nair and Suresh Singh.', ""During the first day of Dewan Rakyat's special parliament sitting on July 26, Minister in Prime Minister's Department (Parliament and Law Affairs) Datuk Seri Takiyuddin Hassan told the House that the emergency ordinances have been revoked on July 21."", 'However, the Yang di-Pertuan Agong revealed three days later that he has yet to give his consent for such revocation to take place, describing Takiyuddin\'s remark as a ""great disappointment"" and ""unconstitutional"".', ""Despite the King's decree for both Houses to meet and for the emergency ordinances to be laid and debated, the PN government said the parliament ground is now off-limit to all after several people tested positive for Covid-19 during last week's session."", '""We uphold the Agong\'s decree for the parliament to sit in order to debate the proclamation of emergency and the emergency ordinances.', '""As Members of the Senate, which is the highest Legislative Assembly, we agree with the Agong\'s statement that the repeal of the proclamation and ordinances by the government was done in a non-transparent manner and without going through both Houses or the consent of the Agong is deemed illegal and unconstitutional.', '""We also disagree with the treasonous attitude shown by the government which turned its back on the decree issued by the king and the Council of Malay Rulers,"" the senators said.', ""Yesterday morning, an attempt to enter the parliament ground by 107 opposition MPs failed after the police's Federal Reserve Unit (FRU) blocked off the road leading to the building."", ""This morning, the 16 opposition senators said they were allowed to enter the parliament compound and had sent a letter to Dewan Negara president Tan Sri Dr Rais Yatim, seeking the latter's response to the last-minute postponement of the Upper House."", 'Yusmadi said Rais has the power to ""make things right"", adding that the Dewan Negara must meet soon as it serves as a check and balance to the Dewan Rakyat.', '""We have done our swab tests on Friday and as far as we know, the parliament ground is a safe place to meet since 99 per cent of those who have to attend the sittings have been vaccinated.', '""The government itself said that achieving such a percentage would mean that the place has achieved herd immunity.', '""We are worried that the Dewan Negara sitting was postponed due to political motives and we believe Rais is the best person to resolve this crisis,"" he told a press conference in front of the parliament entrance today.', '', '', '', 'ICU bed usage in Penang nearing 100 per cent, says CM', 'Former Welfare Dept staff pleads guilty to 16 counts of embezzlement', ""Fama buys RM375,000 worth of 'durian kampung' to avoid glut"", '', '', '']"
face mask,GROOVE,2021-08-03 13:16:00,#Showbiz: Covid-19-stricken Man Kidal makes time to promote new single,Aref Omar,"['2', '', '', 'KUALA LUMPUR: Although currently undergoing self-quarantine after testing positive for Covid-19, popular rock guitarist Man Kidal still makes time to promote his new single Revival.', 'The long-standing artiste was recently seen together with fellow guitarist Hillary Ang on the online programme Facebook Garasi TV to promote the new song which was co-written by the two rockers.', 'Man Kidal whose real name is Abdul Rahman Mahmood said that he had not fully recovered yet but was happy to introduce the new track to fans.', '""Actually, it\'s been close to two months since we worked on this particular project. I\'ve been spending lots of time working with Hillary to create songs for the past five months.', '""We had initially planned to launch Revival last Tuesday. But it had to be postponed since I had tested positive for Covid-19.', '""Once I get an official letter from the Health Ministry to confirm that I\'m Covid-free, then we\'ll organise a proper virtual launch event for the song,"" he said in a recent news report.', 'The 57-year-old guitarist added that the two rockers had planned to create 10 tracks but could only complete two singles so far due to MCO 3.0.  ', '""Although I don\'t have any opportunities to perform with Lefthanded due to the Covid-19 pandemic, I have not given up. So I create songs and merchandise like T-shirts together with Hillary.', '""I hope that our songs will entertain fans. Their support by purchasing our souvenirs will help generate income for us,"" he said.', 'Aside from an audio and minus one recording being sold for RM10, the two are also selling Revival-themed T-shirts, face masks and more, available from Facebook HMK Works and Garasi TV.', 'Talking about his health, Man Kidal said that his overall condition was improving and he also expressed his gratitude for the help that he had received.', '""Praise be to God, I\'m well and no longer feverish. Only thing is that I haven\'t got my sense of taste and smell back yet.', '""Ever since I was infected with Covid-19, my wife has been getting lots of calls. Many have been asking about me and my wife\'s situation.', '""Because of this, I\'ve been receiving lots of help in the past week. I am really grateful. Thank you very, very much. Only God can repay the generosity of all who have helped me,"" he said.', '', '', '', 'New Covid-19 cases nationwide at 15,573, highest ever', 'Malaysia surpasses 17,000 mark in new Covid-19 cases again', 'Highest daily Covid-19 cases recorded', '', '', '', '', '', '', '', '', '', '', '', '']"
Covid-19,JOM!,2021-08-03 13:32:00,#JOM! GO: Escape to Cameron Highlands,JOM! Team,"['', '×', '', ""The country's most favoured family holiday destination will have its own theme park come 2023."", '', '', ""AFTER Penang and Petaling Jaya, Escape brand of theme parks paves its way up to Cameron Highlands, one of the country's most favoured family holiday destinations."", 'The third addition of Escape theme park, Escape Cameron Highlands is however set to be quite unlike its older sisters, or any other leisure attractions in the country.', 'Spanning across a 60-acre valley at an elevation of 220 metres, it will be the biggest Escape park in Malaysia and the first of its kind in the region to offer an outdoor ski attraction, set within an equatorial climate.', '""Escape Cameron Highlands will literally and figuratively be a breath of fresh air, as far as the tourism industry is concerned. This novel destination stands to offer something truly unique: reconnecting us with nature,"" said Minister of Tourism, Arts and Culture Datuk Sri Nancy Shukri at a virtual event, yesterday.', '""The future of global tourism will be about family fun in the form of wellness. I predict an exponential growth in demand for nature-based tourism worldwide. Malaysia will set itself apart from its regional neighbours by promoting clean, healthy, family-oriented tourism. We will capitalise on our abundant natural beauty heading towards this new direction.""', '""This timely development will kickstart the revival of Malaysia\'s domestic tourism industry, as a whole, which has been greatly hit by the Covid-19 pandemic since last year,"" she added.', 'Designed and built by the world-renowned Malaysia-born theme park developer Sim Leisure Group, Phase 1 of the project is estimated to take 15-18 months to complete with an initial investment of RM15 million.', 'This investment is conservatively expected to exceed RM100 million over subsequent phases, spanning the next 10 years. With its retro-eco concept and unique appeal, Escape Cameron Highlands is expected to draw 200,000 visitors within its first year, and is expected to exceed a million visitors annually beyond its 5th year.', ""The park will combine the essence of the brand's proprietary 'retro-eco' genre of fun with Cameron Highlands' natural topography and environment."", ""In addition to brand's signature games, rides and adventure-based attractions, the park will showcase the world's first outdoor ski facility in an equatorial setting, featuring a ski lift elevating visitors to the top and a 1.2km dry ski track, which will take skiers through scenic routes, including local themed villages."", 'With its temperate climate, Escape Cameron Highlands will be themed into five different European villages at varying elevations - starting with the Iberian village at the bottom, followed by the British, Balkan and Nordic villages moving up, before finally peaking at the Alpine village at the top.', '""The conception of these five themed villages leveraged on our expertise in designing and building themed facades across multiple theme parks around the world, including Europe. These villages will also feature accommodation and rental offerings, in addition to hosting traditional European pastimes and activities, which will complement the \'fun factor\' of Escape\'s signature Gravityplay and Adventureplay attractions,"" said Sim Leisure Group and Escape Theme Parks founder Sim Choo Kheng.', '', '', '', 'ICU bed usage in Penang nearing 100 per cent, says CM', 'Former Welfare Dept staff pleads guilty to 16 counts of embezzlement', ""Fama buys RM375,000 worth of 'durian kampung' to avoid glut"", '', '', '', '', '', '']"
Covid-19,GROOVE,2021-08-03 13:41:00,#Showbiz: Najwa becomes unfortunate target of pro-Opposition Netizens,Dennis Chua,"['', '×', '', 'KUALA LUMPUR: Singer-songwriter Najwa Mahiaddin has become a hapless victim of pro-Opposition attacks on social media.', 'The daughter of Prime Minister Tan Sri Muhyiddin Yassin has received several unwelcome ""visits"" in the comments section of her Instagram account from pro-Pakatan Harapan Netizens.', 'They have blamed the government for the rising number of Covid-19 cases and are pressuring Muhyiddin to step down.', 'Such comments on Najwa\'s Instagram account asked her to ""advise"" Muhyiddin to ""do the honourable thing"".', 'They appeared on her last Instagram post in late January which showed a photo of her wearing a splendid songket shawl given to her by Muhyiddin.', 'The photo was taken during a performance of her song Togok with the Gangsapura Gamelan Troupe at Muzium Sultan Abu Bakar in Pekan, Pahang back then.', 'While some of the comments sounded polite, others were downright rude and used highly political terms such as ""kerajaan gagal"" (failed government).', 'One of the nasty comments read: ""Thank you for more than a million Covid-19 cases. Hope you and your family are happy!""', 'Another read: ""You guys are well-off, but we the rakyat are suffering. Kerajaan gagal!""', 'A relatively polite one read: ""Please persuade your dad to step down for the good of the nation Najwa.""', 'The nasty remarks and politically-charged statements from Netizens forced Najwa to close the comments section of her last post.', 'And even though similar comments soon appeared in her earlier posts, Najwa chose to ignore them.', ""Yesterday, several opposition Members of Parliament held a protest in Dataran Merdeka, calling for Muhyiddin to step down, and opposing the government's decision to postpone the final day of the Dewan Rakyat's special sitting."", 'The group marched towards Parliament but were stopped by the police.', ""The government postponed Monday's sitting for two weeks because Covid-19 cases were detected in Parliament."", 'Najwa, 35, is an award-winning artiste who graduated from the Berklee College of Music in Boston, the United States.', 'She has released two studio albums to date and her best known songs include Got To Go, Seri Mersing, After The Rain, Chinta and Take Love Back.', '', '', '', '2022 Budget to focus on recovery, resilience and reform, says PM', 'Umno retracts support for PM Muhyiddin effective immediately', 'MPs including opposition to get RM300k allocation for food basket programme', '', '', '', '', '', '', '', '', '', '', '', '']"
Covid-19,BOTS,2021-08-03 14:01:00,#TECH: Boost gives back with 'For Rakyat' initiative,BOTS team,"['', '×', '', 'KUALA LUMPUR: Homegrown e-wallet company, Boost is running an e-donation drive for the Malaysian Relief Agency (MRA) to provide relief for less fortunate and in-need communities caused by the pandemic.', ""Boost users can donate to the MRA by tapping on the 'Charity' button and selecting MRA. Alternatively, users can also donate using Boost Coins just by tapping the 'For Rakyat' button. Both the 'Charity' and 'For Rakyat' buttons are located on the Boost app homepage."", ""This e-donation drive is one of Boost's newly launched 'Untuk Rakyat' initiative, through which the digital financial services provider aims to lend a hand to people and communities who are struggling to survive. All funds collected through the 'Untuk Rakyat' campaign for the MRA, a registered NGO under the Trustees Act 1952 (PPAB 20/2010), will be used to purchase essentials for the B40 communities at selected Celcom's Pusat Internet Komuniti PPR."", 'Boost\'s CEO Sheyantha Abeykoon said, ""In these past few weeks, our country has seen record breaking Covid-19 positive cases and so many heartbreaking stories on challenges Malaysians go through and we want to reach our communities by extending our help. It is very encouraging to witness the strong show of support from fellow Malaysians, which clearly demonstrates how we always come together as a nation to help those in need.', ""As part of the 'Untuk Rakyat' initiative, Boost is also pledging to donate money to the Axiata Digital Service Welfare Fund. Users can participate by paying their bills using Boost's bill payment feature. For every RM100 in bills paid by users through their e-wallets, Boost will donate RM1 to the fund. Whereas for bills paid using AutoBills and/or Multibills features, Boost pledges to donate RM2 to the same fund. The fund will be used to help Boost cash merchants as well as NGOs and Welfare Homes where essential items will be purchased from Boost merchants to be donated to these NGOs and Welfare Homes led by influencers such as Altimet, Harris Annuar, Charles Tee and Subashini Asokan, who are also helping the people in their own capacity."", ""Boost will also be collaborating with merchant partners like Tesco and KK Supermart to provide household essentials through Rakyat Care Packages and around 20 local merchants have also set up food banks at their stores for those in-need and details as well as updates on the locations of food banks is available on Boost's social media channels (@myboostap) on Instagram and Facebook."", '""Getting through this pandemic is a community effort. This led us to introduce our \'Untuk Rakyat \'initiative, which we hope will bring caring Malaysians and our non-profit as well as corporate partners together to offer much needed relief and assistance to the right communities.', '""More importantly, the \'Untuk Rakyat\' initiative is meant to give hope in this time of adversity. For those who are able to help, let\'s come together to ensure no Malaysian is left behind as we battle this pandemic,"" said Abeykoon, adding that Boost is also offering savings on essentials, food and beverage through the Flash Friday Savings. These savings can be redeemed via the BoostUp Catalogue in the Boost app while stock lasts.', '', '', '', ""'Operation Surge Capacity' to see all adults in KL, Selangor receive vaccine by Aug 1"", 'Vaccination boost for economic frontliners in Penang', 'Shall we wait for 1,000 daily deaths before we get serious?, Dr M asks govt', '', '', '', '', '', '', '', '', '', '', '', '']"
